Date,Close,Signal,Portfolio Value,Rise/Fall,Stocks Held,Cash in Hand
2020-06-23,490.53955078125,0,145795.73,3353.22,200,47687.82
2020-06-24,489.5420837402344,0,145596.23,-199.49,200,47687.82
2020-06-25,481.8477478027344,0,144057.37,-1538.87,200,47687.82
2020-06-26,476.2906799316406,0,142945.95,-1111.41,200,47687.82
2020-06-29,482.0377502441406,0,144095.37,1149.41,200,47687.82
2020-06-30,485.125,0,144712.82,617.45,200,47687.82
2020-07-01,473.96343994140625,0,142480.51,-2232.31,200,47687.82
2020-07-02,503.17352294921875,0,148322.52,5842.02,200,47687.82
2020-07-03,503.9334716796875,0,148474.51,151.99,200,47687.82
2020-07-06,541.9778442382812,0,156083.39,7608.87,200,47687.82
2020-07-07,531.9561767578125,0,154079.05,-2004.33,200,47687.82
2020-07-08,523.644287109375,0,152416.67,-1662.38,200,47687.82
2020-07-09,532.2410888671875,0,154136.04,1719.36,200,47687.82
2020-07-10,527.0640258789062,0,153100.62,-1035.41,200,47687.82
2020-07-13,528.0139770507812,0,153290.61,189.99,200,47687.82
2020-07-14,517.8972778320312,0,151267.27,-2023.34,200,47687.82
2020-07-15,522.5994262695312,0,152207.7,940.43,200,47687.82
2020-07-16,544.6367797851562,0,156615.17,4407.47,200,47687.82
2020-07-17,561.7131958007812,0,160030.46,3415.28,200,47687.82
2020-07-20,566.6739501953125,0,161022.61,992.15,200,47687.82
2020-07-21,561.2362060546875,0,159935.06,-1087.55,200,47687.82
2020-07-22,564.7659912109375,0,160641.02,705.96,200,47687.82
2020-07-23,575.5939331054688,0,162806.6,2165.59,200,47687.82
2020-07-24,571.1578369140625,0,161919.38,-887.22,200,47687.82
2020-07-27,567.0556640625,0,161098.95,-820.43,200,47687.82
2020-07-28,591.811767578125,0,166050.17,4951.22,200,47687.82
2020-07-29,577.0248413085938,0,163092.79,-2957.39,200,47687.82
2020-07-30,570.8238525390625,0,161852.59,-1240.2,200,47687.82
2020-07-31,578.5513305664062,0,163398.08,1545.5,200,47687.82
2020-08-03,569.67919921875,0,161623.66,-1774.43,200,47687.82
2020-08-04,574.87841796875,0,162663.5,1039.84,200,47687.82
2020-08-05,585.9925537109375,0,164886.33,2222.83,200,47687.82
2020-08-06,581.6041259765625,0,164008.64,-877.69,200,47687.82
2020-08-07,572.827392578125,0,162253.3,-1755.35,200,47687.82
2020-08-10,599.9685668945312,0,167681.53,5428.23,200,47687.82
2020-08-11,600.588623046875,0,167805.54,124.01,200,47687.82
2020-08-12,605.740234375,0,168835.86,1030.32,200,47687.82
2020-08-13,602.4012451171875,0,168168.07,-667.8,200,47687.82
2020-08-14,586.183349609375,0,164924.49,-3243.58,200,47687.82
2020-08-17,594.9122924804688,0,166670.28,1745.79,200,47687.82
2020-08-18,594.0060424804688,0,166489.03,-181.25,200,47687.82
2020-08-19,595.1985473632812,0,166727.53,238.5,200,47687.82
2020-08-20,583.8936767578125,0,164466.55,-2260.97,200,47687.82
2020-08-21,581.7472534179688,0,164037.27,-429.28,200,47687.82
2020-08-24,574.25830078125,0,162539.48,-1497.79,200,47687.82
2020-08-25,581.31787109375,0,163951.39,1411.91,200,47687.82
2020-08-26,585.1339111328125,0,164714.6,763.21,200,47687.82
2020-08-27,607.4574584960938,0,169179.31,4464.71,200,47687.82
2020-08-28,602.3536376953125,0,168158.54,-1020.76,200,47687.82
2020-08-31,578.980712890625,0,163483.96,-4674.58,200,47687.82
2020-09-01,579.6006469726562,0,163607.95,123.99,200,47687.82
2020-09-02,613.181396484375,0,170324.1,6716.15,200,47687.82
2020-09-03,614.9939575195312,0,170686.61,362.51,200,47687.82
2020-09-04,602.9259033203125,0,168273.0,-2413.61,200,47687.82
2020-09-07,582.3672485351562,0,164161.27,-4111.73,200,47687.82
2020-09-08,580.6024169921875,0,163808.3,-352.97,200,47687.82
2020-09-09,585.6586303710938,0,164819.54,1011.24,200,47687.82
2020-09-10,587.1372680664062,0,165115.27,295.73,200,47687.82
2020-09-11,585.9925537109375,0,164886.33,-228.94,200,47687.82
2020-09-14,586.9940795898438,0,165086.63,200.31,200,47687.82
2020-09-15,585.2293090820312,0,164733.68,-352.95,200,47687.82
2020-09-16,610.033203125,0,169694.46,4960.78,200,47687.82
2020-09-17,607.5050659179688,0,169188.83,-505.63,200,47687.82
2020-09-18,624.0569458007812,0,172499.21,3310.38,200,47687.82
2020-09-21,593.8152465820312,0,166450.87,-6048.34,200,47687.82
2020-09-22,587.4711303710938,0,165182.04,-1268.82,200,47687.82
2020-09-23,584.4183349609375,0,164571.48,-610.56,200,47687.82
2020-09-24,548.6434936523438,0,157416.52,-7154.97,200,47687.82
2020-09-25,565.05224609375,0,160698.27,3281.75,200,47687.82
2020-09-28,586.9464721679688,0,165077.11,4378.85,200,47687.82
2020-09-29,584.9907836914062,0,164685.97,-391.14,200,47687.82
2020-09-30,579.9346313476562,0,163674.74,-1011.23,200,47687.82
2020-10-01,582.0811767578125,0,164104.05,429.31,200,47687.82
2020-10-05,579.0759887695312,0,163503.02,-601.04,200,47687.82
2020-10-06,598.5375366210938,0,167395.32,3892.31,200,47687.82
2020-10-07,602.5443115234375,0,168196.68,801.35,200,47687.82
2020-10-08,604.9769897460938,0,168683.22,486.54,200,47687.82
2020-10-09,604.07080078125,0,168501.98,-181.24,200,47687.82
2020-10-12,605.2155151367188,0,168730.92,228.94,200,47687.82
2020-10-13,599.0144653320312,0,167490.71,-1240.21,200,47687.82
2020-10-14,595.15087890625,0,166717.99,-772.72,200,47687.82
2020-10-15,588.902099609375,0,165468.24,-1249.76,200,47687.82
2020-10-16,578.7420654296875,0,163436.23,-2032.01,200,47687.82
2020-10-19,569.9652709960938,0,161680.87,-1755.36,200,47687.82
2020-10-20,574.5445556640625,0,162596.73,915.86,200,47687.82
2020-10-21,573.2089233398438,0,162329.6,-267.13,200,47687.82
2020-10-22,576.5479125976562,0,162997.4,667.8,200,47687.82
2020-10-23,596.39111328125,0,166966.04,3968.64,200,47687.82
2020-10-26,569.67919921875,0,161623.66,-5342.38,200,47687.82
2020-10-27,569.67919921875,0,161623.66,0.0,200,47687.82
2020-10-28,576.3571166992188,0,162959.24,1335.58,200,47687.82
2020-10-29,564.7183837890625,0,160631.49,-2327.75,200,47687.82
2020-10-30,566.6739501953125,0,161022.61,391.11,200,47687.82
2020-11-02,568.6296997070312,0,161413.76,391.15,200,47687.82
2020-11-03,568.3912353515625,0,161366.06,-47.69,200,47687.82
2020-11-04,569.3452758789062,0,161556.87,190.81,200,47687.82
2020-11-05,574.4013671875,0,162568.09,1011.22,200,47687.82
2020-11-06,585.3723754882812,0,164762.29,2194.2,200,47687.82
2020-11-09,587.995849609375,0,165286.99,524.69,200,47687.82
2020-11-10,591.4302368164062,0,165973.86,686.88,200,47687.82
2020-11-11,604.07080078125,0,168501.98,2528.11,200,47687.82
2020-11-12,603.59375,0,168406.57,-95.41,200,47687.82
2020-11-13,600.8748168945312,0,167862.78,-543.79,200,47687.82
2020-11-14,602.3058471679688,0,168148.99,286.21,200,47687.82
2020-11-17,607.9344482421875,0,169274.71,1125.72,200,47687.82
2020-11-18,673.283203125,0,182344.46,13069.75,200,47687.82
2020-11-19,671.518310546875,0,181991.48,-352.98,200,47687.82
2020-11-20,682.6799926757812,0,184223.82,2232.34,200,47687.82
2020-11-23,672.9969482421875,0,182287.21,-1936.61,200,47687.82
2020-11-24,695.7974243164062,0,186847.3,4560.1,200,47687.82
2020-11-25,686.8299560546875,0,185053.81,-1793.49,200,47687.82
2020-11-26,694.986572265625,0,186685.13,1631.32,200,47687.82
2020-11-27,688.7855834960938,0,185444.93,-1240.2,200,47687.82
2020-12-01,700.7583618164062,0,187839.49,2394.56,200,47687.82
2020-12-02,718.931884765625,0,191474.19,3634.7,200,47687.82
2020-12-03,711.5383911132812,0,189995.5,-1478.7,200,47687.82
2020-12-04,716.022216796875,0,190892.26,896.77,200,47687.82
2020-12-07,717.691650390625,0,191226.15,333.89,200,47687.82
2020-12-08,719.3134765625,0,191550.51,324.37,200,47687.82
2020-12-09,720.2675170898438,0,191741.32,190.81,200,47687.82
2020-12-10,702.2847290039062,0,188144.76,-3596.56,200,47687.82
2020-12-11,694.0802612304688,0,186503.87,-1640.89,200,47687.82
2020-12-14,678.9594116210938,0,183479.7,-3024.17,200,47687.82
2020-12-15,684.921875,0,184672.19,1192.49,200,47687.82
2020-12-16,698.2779541015625,0,187343.41,2671.22,200,47687.82
2020-12-17,697.0377197265625,0,187095.36,-248.05,200,47687.82
2020-12-18,699.8519287109375,0,187658.2,562.84,200,47687.82
2020-12-21,654.39404296875,0,178566.63,-9091.58,200,47687.82
2020-12-22,663.0753784179688,0,180302.89,1736.27,200,47687.82
2020-12-23,678.7686157226562,0,183441.54,3138.65,200,47687.82
2020-12-24,678.1962280273438,0,183327.06,-114.48,200,47687.82
2020-12-28,678.2440185546875,0,183336.62,9.56,200,47687.82
2020-12-29,674.5233764648438,0,182592.49,-744.13,200,47687.82
2020-12-30,687.5454711914062,0,185196.91,2604.42,200,47687.82
2020-12-31,687.449951171875,0,185177.81,-19.1,200,47687.82
2021-01-01,698.7549438476562,0,187438.81,2261.0,200,47687.82
2021-01-04,714.638916015625,0,190615.6,3176.79,200,47687.82
2021-01-05,706.052978515625,0,188898.41,-1717.19,200,47687.82
2021-01-06,702.2369995117188,0,188135.22,-763.2,200,47687.82
2021-01-07,710.1551513671875,0,189718.85,1583.63,200,47687.82
2021-01-08,735.054443359375,0,194698.71,4979.86,200,47687.82
2021-01-11,752.7987670898438,0,198247.57,3548.86,200,47687.82
2021-01-12,743.9743041992188,0,196482.68,-1764.89,200,47687.82
2021-01-13,790.2432250976562,0,205736.46,9253.78,200,47687.82
2021-01-14,791.7218627929688,0,206032.19,295.73,200,47687.82
2021-01-15,781.9434204101562,0,204076.5,-1955.69,200,47687.82
2021-01-18,771.7833251953125,0,202044.48,-2032.02,200,47687.82
2021-01-19,770.8770141601562,0,201863.22,-181.26,200,47687.82
2021-01-20,786.5703125,0,205001.88,3138.66,200,47687.82
2021-01-21,771.0678100585938,0,201901.38,-3100.5,200,47687.82
2021-01-22,761.6710205078125,0,200022.02,-1879.36,200,47687.82
2021-01-25,757.9981079101562,0,199287.44,-734.58,200,47687.82
2021-01-27,734.52978515625,0,194593.77,-4693.66,200,47687.82
2021-01-28,729.8074951171875,0,193649.32,-944.46,200,47687.82
2021-01-29,715.115966796875,0,190711.01,-2938.31,200,47687.82
2021-02-01,758.5704345703125,0,199401.9,8690.89,200,47687.82
2021-02-02,779.2721557617188,0,203542.25,4140.34,200,47687.82
2021-02-03,794.8701171875,0,206661.84,3119.59,200,47687.82
2021-02-04,826.63818359375,0,213015.45,6353.61,200,47687.82
2021-02-05,825.6841430664062,0,212824.65,-190.81,200,47687.82
2021-02-08,885.6905517578125,0,224825.93,12001.28,200,47687.82
2021-02-09,853.8270874023438,0,218453.23,-6372.69,200,47687.82
2021-02-10,872.0960693359375,0,222107.03,3653.8,200,47687.82
2021-02-11,872.143798828125,0,222116.58,9.55,200,47687.82
2021-02-12,866.7537231445312,0,221038.56,-1078.02,200,47687.82
2021-02-15,869.90185546875,0,221668.19,629.63,200,47687.82
2021-02-16,870.2357788085938,0,221734.97,66.78,200,47687.82
2021-02-17,872.8592529296875,0,222259.67,524.69,200,47687.82
2021-02-18,853.3023071289062,0,218348.28,-3911.39,200,47687.82
2021-02-19,838.8015747070312,0,215448.13,-2900.15,200,47687.82
2021-02-22,798.5906372070312,0,207405.94,-8042.19,200,47687.82
2021-02-23,802.2636108398438,0,208140.54,734.59,200,47687.82
2021-02-24,810.515625,0,209790.94,1650.4,200,47687.82
2021-02-25,819.483154296875,0,211584.45,1793.51,200,47687.82
2021-02-26,769.302978515625,0,201548.41,-10036.04,200,47687.82
2021-03-01,781.7525634765625,0,204038.33,2489.92,200,47687.82
2021-03-02,820.4849243164062,0,211784.8,7746.47,200,47687.82
2021-03-03,812.8529052734375,0,210258.4,-1526.4,200,47687.82
2021-03-04,806.36572265625,0,208960.96,-1297.44,200,47687.82
2021-03-05,801.7388305664062,0,208035.58,-925.38,200,47687.82
2021-03-08,811.8511352539062,0,210058.04,2022.46,200,47687.82
2021-03-09,812.80517578125,0,210248.85,190.81,200,47687.82
2021-03-10,824.0623168945312,0,212500.28,2251.43,200,47687.82
2021-03-12,816.4303588867188,0,210973.89,-1526.39,200,47687.82
2021-03-15,805.5548095703125,0,208798.78,-2175.11,200,47687.82
2021-03-16,804.0760498046875,0,208503.03,-295.75,200,47687.82
2021-03-17,798.4475708007812,0,207377.33,-1125.7,200,47687.82
2021-03-18,806.747314453125,0,209037.28,1659.95,200,47687.82
2021-03-19,811.1834106445312,0,209924.5,887.22,200,47687.82
2021-03-22,813.806884765625,0,210449.19,524.69,200,47687.82
2021-03-23,805.7933349609375,0,208846.48,-1602.71,200,47687.82
2021-03-24,774.072998046875,0,202502.42,-6344.07,200,47687.82
2021-03-25,755.2792358398438,0,198743.66,-3758.75,200,47687.82
2021-03-26,762.5772094726562,0,200203.26,1459.59,200,47687.82
2021-03-30,758.4273681640625,0,199373.29,-829.97,200,47687.82
2021-03-31,758.6658325195312,0,199420.98,47.69,200,47687.82
2021-04-01,770.4476928710938,0,201777.36,2356.37,200,47687.82
2021-04-05,738.82275390625,0,195452.37,-6324.99,200,47687.82
2021-04-06,745.166748046875,0,196721.17,1268.8,200,47687.82
2021-04-07,759.6676635742188,0,199621.35,2900.18,200,47687.82
2021-04-08,758.5704345703125,0,199401.9,-219.45,200,47687.82
2021-04-09,754.7545166015625,0,198638.72,-763.18,200,47687.82
2021-04-12,716.9285888671875,0,191073.54,-7565.19,200,47687.82
2021-04-13,773.9298706054688,0,202473.79,11400.26,200,47687.82
2021-04-15,768.0628051757812,0,201300.38,-1173.41,200,47687.82
2021-04-16,783.8513793945312,0,204458.09,3157.71,200,47687.82
2021-04-19,758.379638671875,0,199363.75,-5094.35,200,47687.82
2021-04-20,773.8344116210938,0,202454.7,3090.95,200,47687.82
2021-04-22,762.9112548828125,0,200270.07,-2184.63,200,47687.82
2021-04-23,742.114013671875,0,196110.62,-4159.45,200,47687.82
2021-04-26,744.5944213867188,0,196606.7,496.08,200,47687.82
2021-04-27,742.591064453125,0,196206.03,-400.67,200,47687.82
2021-04-28,746.1207885742188,0,196911.98,705.94,200,47687.82
2021-04-29,738.9658813476562,0,195480.99,-1430.98,200,47687.82
2021-04-30,717.9302368164062,0,191273.86,-4207.13,200,47687.82
2021-05-03,718.3118286132812,0,191350.18,76.32,200,47687.82
2021-05-04,707.0546264648438,0,189098.74,-2251.44,200,47687.82
2021-05-05,713.1602172851562,0,190319.86,1221.12,200,47687.82
2021-05-06,713.0171508789062,0,190291.25,-28.61,200,47687.82
2021-05-07,732.0970458984375,0,194107.23,3815.98,200,47687.82
2021-05-10,744.5468139648438,0,196597.18,2489.95,200,47687.82
2021-05-11,740.3014526367188,0,195748.11,-849.07,200,47687.82
2021-05-12,724.7512817382812,0,192638.07,-3110.03,200,47687.82
2021-05-14,707.3885498046875,0,189165.53,-3472.55,200,47687.82
2021-05-17,718.8842163085938,0,191464.66,2299.13,200,47687.82
2021-05-18,761.003173828125,0,199888.45,8423.79,200,47687.82
2021-05-19,748.6965942382812,0,197427.14,-2461.32,200,47687.82
2021-05-20,766.2978515625,0,200947.39,3520.25,200,47687.82
2021-05-21,781.2755737304688,0,203942.93,2995.54,200,47687.82
2021-05-24,772.7373657226562,0,202235.29,-1707.64,200,47687.82
2021-05-25,773.9298706054688,0,202473.79,238.5,200,47687.82
2021-05-26,783.422119140625,0,204372.24,1898.45,200,47687.82
2021-05-27,790.4816284179688,0,205784.14,1411.9,200,47687.82
2021-05-28,806.9381103515625,0,209075.44,3291.3,200,47687.82
2021-05-31,770.7816162109375,0,201844.14,-7231.3,200,47687.82
2021-06-01,769.2075805664062,0,201529.33,-314.81,200,47687.82
2021-06-02,769.1121215820312,0,201510.24,-19.09,200,47687.82
2021-06-03,765.153076171875,0,200718.43,-791.81,200,47687.82
2021-06-04,767.5857543945312,0,201204.97,486.54,200,47687.82
2021-06-07,766.8703002929688,0,201061.88,-143.09,200,47687.82
2021-06-08,770.6862182617188,0,201825.06,763.18,200,47687.82
2021-06-09,767.4426879882812,0,201176.35,-648.71,200,47687.82
2021-06-10,769.8276977539062,0,201653.36,477.0,200,47687.82
2021-06-11,771.7833251953125,0,202044.48,391.13,200,47687.82
2021-06-14,770.3046875,0,201748.75,-295.73,200,47687.82
2021-06-15,771.4017333984375,0,201968.16,219.41,200,47687.82
2021-06-16,769.064453125,0,201500.71,-467.46,200,47687.82
2021-06-17,768.6351318359375,0,201414.84,-85.86,200,47687.82
2021-06-18,745.5961303710938,0,196807.04,-4607.8,200,47687.82
2021-06-21,741.1123657226562,0,195910.29,-896.75,200,47687.82
2021-06-22,739.5382690429688,0,195595.47,-314.82,200,47687.82
2021-06-23,745.9777221679688,0,196883.36,1287.89,200,47687.82
2021-06-24,755.3745727539062,0,198762.73,1879.37,200,47687.82
2021-06-25,757.7119140625,0,199230.2,467.47,200,47687.82
2021-06-28,756.996337890625,0,199087.08,-143.12,200,47687.82
2021-06-29,745.643798828125,0,196816.58,-2270.51,200,47687.82
2021-06-30,741.9231567382812,0,196072.45,-744.13,200,47687.82
2021-07-01,743.5927734375,0,196406.37,333.92,200,47687.82
2021-07-02,746.5978393554688,0,197007.39,601.01,200,47687.82
2021-07-05,755.326904296875,0,198753.2,1745.81,200,47687.82
2021-07-06,745.9299926757812,0,196873.82,-1879.38,200,47687.82
2021-07-07,743.0680541992188,0,196301.43,-572.39,200,47687.82
2021-07-08,740.5399169921875,0,195795.8,-505.63,200,47687.82
2021-07-09,736.0560913085938,0,194899.04,-896.77,200,47687.82
2021-07-12,737.2963256835938,0,195147.08,248.05,200,47687.82
2021-07-13,745.2145385742188,0,196730.73,1583.64,200,47687.82
2021-07-14,749.9844970703125,0,197684.72,953.99,200,47687.82
2021-07-15,752.3963623046875,0,198167.09,482.37,200,47687.82
2021-07-16,752.2999267578125,0,198147.8,-19.29,200,47687.82
2021-07-19,748.44091796875,0,197376.0,-771.8,200,47687.82
2021-07-20,733.3911743164062,0,194366.05,-3009.95,200,47687.82
2021-07-22,731.7028198242188,0,194028.38,-337.67,200,47687.82
2021-07-23,737.2500610351562,0,195137.83,1109.45,200,47687.82
2021-07-26,727.6991577148438,0,193227.65,-1910.18,200,47687.82
2021-07-27,719.2577514648438,0,191539.37,-1688.28,200,47687.82
2021-07-28,703.0020141601562,0,188288.22,-3251.15,200,47687.82
2021-07-29,705.6549682617188,0,188818.81,530.59,200,47687.82
2021-07-30,716.8941040039062,0,191066.64,2247.83,200,47687.82
2021-08-02,730.979248046875,0,193883.67,2817.03,200,47687.82
2021-08-03,743.6654663085938,0,196420.91,2537.24,200,47687.82
2021-08-04,739.227783203125,0,195533.37,-887.54,200,47687.82
2021-08-05,732.571044921875,0,194202.03,-1331.35,200,47687.82
2021-08-06,731.5098876953125,0,193989.79,-212.23,200,47687.82
2021-08-09,747.6209106445312,0,197212.0,3222.2,200,47687.82
2021-08-10,758.5706176757812,0,199401.94,2189.94,200,47687.82
2021-08-11,751.2387084960938,0,197935.56,-1466.38,200,47687.82
2021-08-12,748.8268432617188,0,197453.19,-482.37,200,47687.82
2021-08-13,751.1905517578125,0,197925.93,472.74,200,47687.82
2021-08-16,771.1121826171875,0,201910.25,3984.33,200,47687.82
2021-08-17,762.767333984375,0,200241.28,-1668.97,200,47687.82
2021-08-18,763.4425659179688,0,200376.33,135.05,200,47687.82
2021-08-20,757.9435424804688,0,199276.53,-1099.8,200,47687.82
2021-08-23,738.89013671875,0,195465.84,-3810.68,200,47687.82
2021-08-24,750.7081298828125,0,197829.44,2363.6,200,47687.82
2021-08-25,744.8231811523438,0,196652.45,-1176.99,200,47687.82
2021-08-26,753.8434448242188,0,198456.51,1804.05,200,47687.82
2021-08-27,747.8139038085938,0,197250.6,-1205.91,200,47687.82
