Date,Close,Signal,Portfolio Value,Rise/Fall,Stocks Held,Cash in Hand,Stock
2020-07-07,107.7844696044922,0,119678.94,19.77,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-08,104.12740325927734,0,118216.12,-1462.83,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-09,105.70883178710938,0,118848.69,632.57,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-10,106.3512954711914,0,119105.67,256.99,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-13,106.74665069580078,0,119263.82,158.14,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-14,103.92972564697266,0,118137.05,-1126.77,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-15,102.00235748291016,0,117366.1,-770.95,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-16,101.7552490234375,0,117267.25,-98.84,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-17,105.16522216796876,0,118631.24,1363.99,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-20,103.83088684082033,0,118097.51,-533.73,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-21,107.1914291381836,0,119441.73,1344.22,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-22,103.92972564697266,0,118137.05,-1304.68,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-23,104.8192901611328,0,118492.87,355.83,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-24,102.54597473144533,0,117583.54,-909.33,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-27,100.51976013183594,0,116773.06,-810.49,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-28,105.21463775634766,0,118651.01,1877.95,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-29,104.52276611328124,0,118374.26,-276.75,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-30,102.44713592529295,0,117544.01,-830.25,400,76565.16,TATAMOTORS.NS_portfolio
2020-07-31,103.43553161621094,0,117939.37,395.36,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-03,111.73805236816406,0,121260.38,3321.01,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-04,110.1566162109375,0,120627.8,-632.57,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-05,114.06077575683594,0,122189.47,1561.66,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-06,115.4445343017578,0,122742.97,553.5,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-07,117.71783447265624,0,123652.29,909.32,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-10,122.41271209716795,0,125530.24,1877.95,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-11,120.88069915771484,0,124917.43,-612.81,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-12,123.89530181884766,0,126123.28,1205.84,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-13,129.62799072265625,0,128416.35,2293.08,400,76565.16,TATAMOTORS.NS_portfolio
2020-08-14,123.1540069580078,-1,125826.76,-2589.59,300,88880.56,TATAMOTORS.NS_portfolio
2020-08-17,122.11619567871094,0,125515.41,-311.34,300,88880.56,TATAMOTORS.NS_portfolio
2020-08-18,124.14240264892578,0,126123.28,607.86,300,88880.56,TATAMOTORS.NS_portfolio
2020-08-19,123.6976318359375,-1,125989.85,-133.43,200,101250.32,TATAMOTORS.NS_portfolio
2020-08-20,120.28766632080078,0,125307.85,-681.99,200,101250.32,TATAMOTORS.NS_portfolio
2020-08-21,119.4969482421875,0,125149.71,-158.14,200,101250.32,TATAMOTORS.NS_portfolio
2020-08-24,119.79346466064452,0,125209.01,59.3,200,101250.32,TATAMOTORS.NS_portfolio
2020-08-25,125.625,0,126375.32,1166.31,200,101250.32,TATAMOTORS.NS_portfolio
2020-08-26,136.29966735839844,0,128510.25,2134.93,200,101250.32,TATAMOTORS.NS_portfolio
2020-08-27,142.5759735107422,0,129765.51,1255.26,200,101250.32,TATAMOTORS.NS_portfolio
2020-08-28,141.14280700683594,0,129478.88,-286.63,200,101250.32,TATAMOTORS.NS_portfolio
2020-08-31,141.53814697265625,0,129557.95,79.07,200,101250.32,TATAMOTORS.NS_portfolio
2020-09-01,142.13119506835938,0,129676.56,118.61,200,101250.32,TATAMOTORS.NS_portfolio
2020-09-02,148.55577087402344,0,130961.47,1284.92,200,101250.32,TATAMOTORS.NS_portfolio
2020-09-03,150.0877685546875,-1,131267.87,306.4,100,116259.1,TATAMOTORS.NS_portfolio
2020-09-04,146.08477783203125,0,130867.57,-400.3,100,116259.1,TATAMOTORS.NS_portfolio
2020-09-07,147.66619873046875,0,131025.72,158.14,100,116259.1,TATAMOTORS.NS_portfolio
2020-09-08,140.6486053466797,0,130323.96,-701.76,100,116259.1,TATAMOTORS.NS_portfolio
2020-09-09,138.47413635253906,0,130106.51,-217.45,100,116259.1,TATAMOTORS.NS_portfolio
2020-09-10,141.63699340820312,0,130422.8,316.29,100,116259.1,TATAMOTORS.NS_portfolio
2020-09-11,142.62538146972656,0,130521.63,98.84,100,116259.1,TATAMOTORS.NS_portfolio
2020-09-14,146.82606506347656,0,130941.7,420.07,100,116259.1,TATAMOTORS.NS_portfolio
2020-09-15,146.6778106689453,0,130926.88,-14.83,100,116259.1,TATAMOTORS.NS_portfolio
2020-09-16,149.69241333007812,-1,131228.34,301.46,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-17,145.93650817871094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-18,146.18359375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-21,135.85487365722656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-22,131.5553741455078,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-23,129.87509155273438,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-24,121.3749008178711,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-25,125.77325439453124,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-28,131.3082733154297,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-29,130.17161560058594,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-09-30,131.75303649902344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-01,131.9507293701172,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-05,132.3460693359375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-06,143.07017517089844,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-07,139.36367797851562,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-08,139.31427001953125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-09,136.84327697753906,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-12,134.32286071777344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-13,132.54376220703125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-14,129.18321228027344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-15,125.47673797607422,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-16,126.2674560546875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-19,126.76165008544922,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-20,128.14540100097656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-21,128.73843383789062,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-22,131.9507293701172,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-23,135.4101104736328,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-26,132.14840698242188,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-27,134.07577514648438,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-28,133.2356414794922,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-29,130.36927795410156,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-10-30,131.11058044433594,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-02,131.3082733154297,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-03,132.54376220703125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-04,134.32286071777344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-05,136.0525665283203,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-06,137.38690185546875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-09,139.36367797851562,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-10,144.30564880371094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-11,149.19821166992188,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-12,149.44529724121094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-13,144.651611328125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-14,147.12258911132812,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-17,156.16639709472656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-18,171.4865264892578,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-19,166.0009307861328,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-20,167.13758850097656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-23,168.71900939941406,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-24,170.0533447265625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-25,169.46031188964844,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-26,171.73362731933594,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-11-27,178.2570343017578,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-01,177.6639862060547,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-02,181.4693145751953,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-03,182.70481872558597,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-04,182.01292419433597,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-07,181.41989135742188,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-08,179.69020080566406,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-09,180.57974243164065,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-10,175.53895568847656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-11,176.77442932128906,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-14,175.58836364746094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-15,176.8238525390625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-16,180.43150329589844,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-17,179.5913543701172,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-18,178.4547119140625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-21,162.640380859375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-22,163.03575134277344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-23,167.23641967773438,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-24,173.9080810546875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-28,184.18739318847656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-29,181.3210601806641,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-30,182.01292419433597,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2020-12-31,181.71641540527344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-01,184.33566284179688,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-04,189.0799560546875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-05,190.9578857421875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-06,193.13235473632807,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-07,194.4667053222656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-08,195.85044860839844,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-11,218.0893402099609,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-12,235.04031372070312,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-13,239.7846221923828,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-14,242.25559997558597,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-15,257.2792053222656,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-18,243.09571838378903,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-19,255.6483459472656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-20,271.7097473144531,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-21,287.2275695800781,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-22,285.9920654296875,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-25,275.91046142578125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-27,264.3956604003906,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-28,263.7037658691406,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-01-29,259.6513366699219,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-01,276.355224609375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-02,318.26318359375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-03,327.1587219238281,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-04,322.364990234375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-05,312.23394775390625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-08,332.0513000488281,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-09,321.2777404785156,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-10,325.0830993652344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-11,321.2283630371094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-12,321.62371826171875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-15,329.4814453125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-16,325.379638671875,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-17,326.3185729980469,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-18,320.0917053222656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-19,308.23095703125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-22,300.9662780761719,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-23,320.2399597167969,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-24,317.917236328125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-25,329.2837829589844,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-02-26,319.2021484375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-01,324.49005126953125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-02,341.737548828125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-03,344.45562744140625,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-04,335.2635803222656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-05,321.3765869140625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-08,317.5218505859375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-09,311.5420837402344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-10,317.7195739746094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-12,313.86480712890625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-15,314.8531799316406,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-16,316.2369689941406,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-17,302.25115966796875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-18,303.437255859375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-19,305.3646240234375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-22,299.5330505371094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-23,303.83258056640625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-24,291.03289794921875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-25,282.2361755371094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-26,292.9602355957031,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-30,293.6026916503906,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-03-31,298.297607421875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-01,304.1785583496094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-05,301.5098876953125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-06,304.1785583496094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-07,304.2279663085937,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-08,310.3066101074219,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-09,314.5072937011719,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-12,283.2245483398437,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-13,299.3354187011719,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-15,299.97784423828125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-16,306.4024353027344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-19,297.9022216796875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-20,294.5910949707031,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-22,291.1317138671875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-23,290.588134765625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-26,291.97186279296875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-27,298.0010681152344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-28,302.3500061035156,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-29,298.3964233398437,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-04-30,290.4398498535156,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-03,289.5997314453125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-04,286.0909423828125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-05,288.1171264648437,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-06,297.7539978027344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-07,299.236572265625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-10,311.1961669921875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-11,311.8880310058594,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-12,322.2167663574219,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-14,308.6263427734375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-17,317.3736267089844,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-18,328.5919189453125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-19,310.8008117675781,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-20,304.129150390625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-21,309.4664611816406,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-24,308.23095703125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-25,311.59149169921875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-26,311.838623046875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-27,314.9026184082031,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-28,315.0509033203125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-05-31,315.0509033203125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-01,314.408447265625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-02,319.2515563964844,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-03,321.87078857421875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-04,331.0628967285156,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-07,341.4904479980469,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-08,348.65631103515625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-09,339.3653869628906,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-10,340.7491455078125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-11,346.6795349121094,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-14,351.8192138671875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-15,348.6069030761719,-1,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-16,345.2957763671875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-17,341.6387023925781,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-18,333.48443603515625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-21,330.42041015625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-22,333.9786376953125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-23,331.3594055175781,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-24,330.766357421875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-25,335.7083435058594,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-28,338.8217468261719,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-29,337.5863037109375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-06-30,335.658935546875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-01,340.2549743652344,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-02,340.8974304199219,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-05,342.08349609375,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-06,313.22235107421875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-07,313.4200439453125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-08,302.7947998046875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-09,302.7453308105469,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-12,303.88201904296875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-13,307.3414306640625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-14,305.9576416015625,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-15,306.6495361328125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-16,307.6379089355469,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-19,305.2657775878906,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-20,298.6435241699219,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-22,299.03887939453125,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-23,292.1201171875,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-26,289.7479553222656,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-27,288.0182800292969,0,131228.34,0.0,0,131228.34,TATAMOTORS.NS_portfolio
2021-07-28,281.1489562988281,1,131228.34,0.0,100,103113.44,TATAMOTORS.NS_portfolio
2021-07-29,289.5008850097656,0,132063.53,835.19,100,103113.44,TATAMOTORS.NS_portfolio
2021-07-30,290.5386962890625,0,132167.31,103.78,100,103113.44,TATAMOTORS.NS_portfolio
2021-08-02,293.4050598144531,0,132453.95,286.64,100,103113.44,TATAMOTORS.NS_portfolio
2021-08-03,300.175537109375,0,133131.0,677.05,100,103113.44,TATAMOTORS.NS_portfolio
2021-08-04,294.68994140625,0,132582.44,-548.56,100,103113.44,TATAMOTORS.NS_portfolio
2021-08-05,296.2219543457031,1,132735.64,153.2,200,73491.25,TATAMOTORS.NS_portfolio
2021-08-06,296.5679016113281,0,132804.83,69.19,200,73491.25,TATAMOTORS.NS_portfolio
2021-08-09,294.6405334472656,0,132419.35,-385.47,200,73491.25,TATAMOTORS.NS_portfolio
2021-08-10,290.7857971191406,0,131648.41,-770.95,200,73491.25,TATAMOTORS.NS_portfolio
2021-08-11,292.02130126953125,0,131895.51,247.1,200,73491.25,TATAMOTORS.NS_portfolio
2021-08-12,302.4488525390625,0,133981.02,2085.51,200,73491.25,TATAMOTORS.NS_portfolio
2021-08-13,303.6843566894531,0,134228.12,247.1,200,73491.25,TATAMOTORS.NS_portfolio
